Id,country,region,city,postalCode,latitude,longitude,metroCode,areaCode
2779,IN,21,Kakatpur,,20.0167,86.2,,
2780,IN,23,Baba Bakala,,31.555,75.2656,,
2781,IN,2,Mahbubnagar,,16.7333,77.9833,,
2782,IN,21,Rairangpur,,22.2667,86.1667,,
2783,IN,9,Chandod,,21.9833,73.4667,,
2784,IN,2,Banswada,,18.3833,77.8833,,
2785,IN,16,Jath,,17.05,75.2167,,
2786,IN,3,Lakhipur,,24.8,93.0167,,
2787,IN,16,Sindkheda,,21.2667,74.7333,,
2788,IN,13,Ambalapuzha,,9.4,76.3667,,
2789,IN,24,Bas,,28.2455,75.6299,,
2790,IN,9,Thangadh,,22.5667,71.1833,,
2791,IN,25,Rajakilpakkam,,12.9194,80.1697,,
2792,IN,28,Haringhata,,22.95,88.5667,,
2793,IN,13,Kailar,,8.7,77.1167,,
2794,IN,25,Vairampatti,,10.5333,78.3,,
2795,IN,2,Bikkavolu,,16.95,82.05,,
2796,IN,13,Vennikulam,,9.4,76.6667,,
2797,IN,9,Kandla Port,,22.9833,70.2167,,
2798,IN,38,Petarbar,,23.6333,85.85,,
2799,IN,21,Ustapal,,20.5667,85.45,,
2800,IN,9,Charkhardi,,21.9,70.6667,,
2801,IN,9,Langhnaj,,23.45,72.4833,,
2802,IN,2,Banola,,18.85,78.0333,,
2803,IN,2,Rudrur,,18.5833,77.8833,,
2804,IN,9,Ometa,,22.3333,73.0333,,
2805,IN,19,Krishnarajpur,,13.0083,77.6911,,
2806,IN,36,Farah,,27.3333,77.7667,,
2807,IN,9,Deesa,,24.25,72.1667,,
2808,IN,39,Tehri-garhwal,,30.3833,78.4833,,
2809,IN,9,Morbi,,22.8167,70.8333,,
2810,IN,23,Ferozepore,,30.9167,74.6,,
2811,IN,11,Subathu,,30.9719,76.9933,,
2812,IN,13,Kayamkulam,,9.1833,76.5,,
2813,IN,16,Lonavala,,18.75,73.4167,,
2814,IN,13,Palghat,,10.7725,76.6514,,
2815,IN,19,Bangalore City,,12.9833,77.5833,,
2816,IN,28,Serampore,,22.7528,88.3422,,
2817,IN,28,Purulia,,23.3333,86.3667,,
2818,IN,36,Ghazibad,,28.6667,77.4333,,
2819,IN,36,Sikandrabad,,28.45,77.7,,
2820,IN,2,Mancherial,,18.8667,79.4333,,
2821,IN,19,Mudabidri,,13.0833,74.9833,,
2822,IN,24,Kalan,,27.014,71.8353,,
2823,IN,33,Goa,,15.4,73.8,,
2824,IN,13,Changanacherry,,9.4667,76.55,,
2825,IN,9,Sidhpur,,23.9167,72.3833,,
2826,IN,38,Hazaribagh,,23.9833,85.35,,
2827,IN,21,Balasore,,21.4942,86.9317,,
2828,IN,13,Kanhangad,,12.3167,75.0667,,
2829,IN,28,Kurseong,,26.8825,88.2773,,
2830,IN,12,Jammu City,,32.7333,74.8667,,
2831,IN,24,Jaipur City,,26.9167,75.8167,,
2832,IN,24,Alwar City,,27.5667,76.6,,
2833,IN,13,Tiruvananantapuram,,8.5069,76.9569,,
2834,IN,34,Bihar Sharif,,25.1833,85.5167,,
2835,IN,12,Sopore,,34.3,74.4667,,
2836,IN,28,Barrackpore,,22.7614,88.3719,,
2837,IN,13,Ottapalam,,10.7667,76.3833,,
2838,IN,2,East Godavari,,16.9333,82.2167,,
2839,IN,13,Alapalli,,9.4942,76.3275,,
2840,IN,34,Purnea,,25.7833,87.4667,,
2841,IN,19,Bengalooru,,12.9833,77.5833,,
2842,IN,21,Kuchinda,,21.7333,84.35,,
2843,IN,3,Gauhati,,26.1833,91.7333,,
2844,IN,21,Titilagarh,,20.3,83.15,,
2845,IN,21,Khariar,,20.2833,82.7667,,
2846,IN,28,Berhampore,,24.1,88.25,,
2847,IN,24,Sri Ganganagar,,29.9167,73.8833,,
2848,IN,13,Tellicherry,,11.7478,75.4883,,
2849,IN,13,Quilon,,8.8806,76.5917,,
2850,IN,25,Koothanallur,,10.7,79.5333,,
2851,IN,28,Cooch Behar,,26.3167,89.4333,,
2852,IN,24,Pali-marwar,,25.7667,73.3333,,
2853,IN,25,Tanjore,,10.8,79.15,,
2854,IN,25,Alandoor,,13.0025,80.2061,,
2855,IN,25,Tiruchi,,10.805,78.6856,,
2856,IN,28,Jamuria,,23.7,87.0833,,
2857,IN,36,Ahraura,,25.0167,83.0167,,
2858,IN,34,Arrah,,25.5667,84.6667,,
2859,IN,28,Krishnagar,,23.4,88.5,,
2860,IN,36,Lucknow City,,26.85,80.9167,,
2861,IN,24,Dausa,,26.8833,76.3333,,
2862,IN,13,Varkala,,8.7333,76.7167,,
2863,IN,2,Suryapet,,17.15,79.6167,,
2864,IN,13,Fort Cochin,,9.9667,76.2333,,
2865,IN,16,Bhusaval,,21.05,75.7667,,
2866,IN,34,Bakhtiyarpur,,25.4667,85.5167,,
2867,IN,28,Hawrah,,22.5892,88.3103,,
2868,IN,12,Tangmarg,,34.0333,74.4333,,
2869,IN,25,Kelambakkam,,12.8,80.2297,,
2870,IN,9,Dehgam,,23.1667,72.8167,,
2871,IN,16,Sasaune,,18.7844,72.8667,,
2872,IN,28,Bardhaman,,23.2406,87.8694,,
2873,IN,16,Kasegaon,,17.1333,74.1833,,
2874,IN,16,Kamptee,,21.2333,79.2,,
2875,IN,24,Taranagar,,28.6709,75.0351,,
2876,IN,34,Bind,,25.3167,85.7,,
2877,IN,16,Dhamangaon,,20.6667,76.0167,,
2878,IN,9,Buhari,,20.9667,73.3,,
2879,IN,16,Vita,,17.2833,74.55,,
2880,IN,16,Mhasla,,18.1333,73.1167,,
2881,IN,16,Lonavla,,18.75,73.4167,,
2882,IN,25,Gopalapuram,,13.0472,80.2578,,
2883,IN,28,Uluberia,,22.4717,88.1136,,
2884,IN,19,Hungund,,16.0667,76.05,,
2885,IN,16,Kallam,,18.5833,76.0333,,
2886,IN,2,Koilkuntla,,15.2333,78.3167,,
2887,IN,3,Haflong,,25.1833,93.0333,,
2888,IN,35,Shahdol,,23.2833,81.35,,
2889,IN,2,Giddalur,,15.35,78.9167,,
2890,IN,16,Hadgaon,,19.5,77.6667,,
2891,IN,16,Raver,,21.25,76.0333,,
2892,IN,16,Jawhar,,19.9167,73.2333,,
2893,IN,38,Sahibganj,,25.25,87.65,,
2894,IN,28,Jagdispur,,22.6572,88.285,,
2895,IN,34,Araria,,26.15,87.5167,,
2896,IN,16,Lonand,,18.0333,74.1833,,
2897,IN,36,Parichhatgarh,,28.9833,77.9333,,
2898,IN,12,Jatwal,,32.3781,75.0764,,
2899,IN,13,Rani,,9.3833,76.8167,,
2900,IN,34,Nagar Nahusa,,25.4,85.3333,,
2901,IN,23,Sasan,,31.7578,75.9164,,
2902,IN,10,Gurar,,28.9383,76.8058,,
2903,IN,13,Vadakancheri-cochin,,10.6667,76.25,,
2904,IN,16,Kadegaon,,17.3,74.35,,
2905,IN,36,Bilaspur,,28.8833,79.2667,,
2906,IN,24,Dholpur,,26.7,77.9,,
2907,IN,28,English Bazar,,25,88.15,,
2908,IN,3,Amguri,,26.8,94.5333,,
2909,IN,16,Numbai,,18.975,72.8258,,
2910,IN,16,Umrer,,20.85,79.3333,,
2911,IN,16,Ashta,,16.95,74.4,,
2912,IN,38,Jharia,,23.75,86.4,,
2913,IN,31,Aizwal,,23.7244,92.7175,,
2914,IN,16,Digras,,20.1167,77.7167,,
2915,IN,16,Balapur,,20.6667,76.7667,,
2916,IN,36,Tikamgarh,,24.745,78.8333,,
2917,IN,28,Andal,,23.6,87.2,,
2918,IN,16,Ner,,20.4833,77.8667,,
2919,IN,16,Pulgaon,,20.7333,78.3333,,
2920,IN,36,Bahjoi,,28.4,78.6167,,
2921,IN,6,Vansda,,20.1167,73.15,,
2922,IN,21,Digapahandi,,19.3667,84.5833,,
2923,IN,28,Nabadwip,,23.4167,88.3667,,
2924,IN,25,Melur,,10.05,78.3333,,
2925,IN,16,Nasrapur,,18.25,73.9,,
2926,IN,36,Bado Sarai,,27.0167,81.45,,
2927,IN,10,Bhatu,,29.3833,75.3333,,
2928,IN,16,Ambavna,,18.6167,73.3667,,
2929,IN,13,Vallappula,,10.8333,76.2833,,
2930,IN,13,Ayur,,8.8833,76.8833,,
2931,IN,25,Sekkadi,,11.4333,78.3667,,
2932,IN,21,Deogarh,,21.5333,84.7333,,
2933,IN,3,North Lakhimpur,,27.2333,94.1167,,
2934,IN,28,Budge Budge,,22.4747,88.1703,,
2935,IN,36,Bisalpur,,28.3,79.8,,
2936,IN,2,Addanki,,15.8167,79.9833,,
2937,IN,28,Bongaon,,23.0667,88.8167,,
2938,IN,34,Revelganj,,25.7833,84.6667,,
2939,IN,37,Jashpur,,22.9,84.15,,
2940,IN,16,Sangola,,17.4333,75.2,,
2941,IN,21,Bolangir,,20.7167,83.4833,,
2942,IN,16,Ambejogai,,18.7333,76.3833,,
2943,IN,19,Kadur,,13.5533,76.0131,,
2944,IN,36,Misrikh,,27.45,80.5167,,
2945,IN,16,Chandur,,20.8167,77.9667,,
2946,IN,16,Maregaon,,20.1,78.8167,,
2947,IN,16,Puna,,18.5333,73.8667,,
2948,IN,16,Mandve,,18.7956,72.8981,,
2949,IN,10,Lathron,,29.875,76.9664,,
2950,IN,28,Ramkantapur,,22.4572,88.3339,,
2951,IN,9,Satam,,20.9167,73.0833,,
2952,IN,36,Kharkhauda,,28.8333,77.75,,
2953,IN,21,Balanga,,20.05,85.8833,,
2954,IN,13,Kottara,,8.9,76.7333,,
2955,IN,24,Pipar,,26.3856,73.5378,,
2956,IN,21,Jatani,,20.1667,85.7,,
2957,IN,30,Ziro,,27.6333,93.8333,,
2958,IN,34,Tekari,,24.9333,84.8333,,
2959,IN,3,Dhemaji,,27.4833,94.5833,,
2960,IN,35,Amarpatan,,24.3167,80.9833,,
2961,IN,36,Biswan,,27.5,81,,
2962,IN,11,Baijnath,,32.05,76.65,,
2963,IN,28,Madanpur,,23.0167,88.4833,,
2964,IN,28,Jagatdal,,22.85,88.3833,,
2965,IN,35,Anuppur,,23.1,81.6833,,
2966,IN,39,Bahadrabad,,29.9167,78.05,,
2967,IN,9,Wanch,,22.9333,72.6833,,
2968,IN,16,Ghotaori,,18.9833,73.6333,,
2969,IN,28,Nazira,,22.2181,88.2767,,
2970,IN,23,Balachor,,31.0667,76.3167,,
2971,IN,13,Kumaragam,,9.6,76.4333,,
2972,IN,11,Kundlu,,31.1833,76.6833,,
2973,IN,24,Shampura,,25.2667,75.2833,,
2974,IN,36,Rajakhera,,26.8961,78.1714,,
2975,IN,25,Arni,,12.6667,79.2833,,
2976,IN,3,Dhubri,,26.0333,89.9667,,
2977,IN,37,Surguja,,23.1167,83.2,,
2978,IN,19,Homnabad,,17.7667,77.1333,,
2979,IN,25,Ilayangudi,,9.6333,78.6333,,
2980,IN,29,Tadong,,27.3167,88.6,,
2981,IN,16,Badnera,,20.8667,77.7333,,
2982,IN,35,Ambah,,26.7075,78.2261,,
2983,IN,28,Sonamukhi,,23.3,87.4167,,
2984,IN,10,Taoru,,28.2167,76.95,,
2985,IN,21,Raghunathapur,,20.3667,86.15,,
2986,IN,10,Mundlana,,29.2,76.7667,,
2987,IN,34,Kumar Bajidpur,,25.8333,85.5667,,
2988,IN,38,Daltonganj,,24.0333,84.0667,,
2989,IN,38,Sijua,,23.7833,86.3167,,
2990,IN,13,Cannanore,,11.8667,75.3653,,
2991,IN,16,Ahmedpur,,18.7,76.9333,,
2992,IN,13,Nemmara,,10.5833,76.6,,
2993,IN,3,Bokakhat,,26.6333,93.6,,
2994,IN,28,Nagrakata,,26.9,88.9167,,
2995,IN,34,Chakia,,26.4167,85.05,,
2996,IN,25,Thiruninravur,,13.1114,80.0261,,
2997,IN,13,Kallana,,10.2667,76.6,,
2998,IN,23,Mirpur,,30.6124,76.8539,,
2999,IN,36,Dilari,,29.05,78.75,,
3000,IN,36,Khair,,27.95,77.8333,,
3001,IN,11,Goler,,31.9833,76.15,,
3002,IN,36,Bilari,,28.6333,78.8,,
3003,IN,34,Saharsa,,25.8833,86.6,,
3004,IN,38,Baharagora,,22.2833,86.7167,,
3005,IN,21,Hirakud,,21.5167,83.8667,,
3006,IN,21,Badmal,,21.1167,84.0667,,
3007,IN,34,Bettiah,,26.8,84.5,,
3008,IN,28,Balagarh,,22.7283,88.435,,
3009,IN,36,Balamau,,27.1667,80.35,,
3010,IN,9,Ghorasar,,22.9,72.8333,,
3011,IN,28,Gaighata,,22.9333,88.7333,,
3012,IN,19,Malavalli,,12.3833,77.0833,,
3013,IN,25,Teni,,10,77.4833,,
3014,IN,24,Sanchor,,24.7553,71.7722,,
3015,IN,16,Nipani,,16.4,74.3833,,
3016,IN,16,Pauni,,20.7833,79.6333,,
3017,IN,23,Dhanaula,,30.2833,75.5833,,
3018,IN,7,Paharganj,,28.6167,77.2167,,
3019,IN,9,Halvad,,23.0167,71.1833,,
3020,IN,36,Jaisingha,,30.0097,77.7542,,
3021,IN,28,Ula,,22.7225,88.5556,,
3022,IN,28,Purash,,22.6767,88.0497,,
3023,IN,10,Tibbi,,30.6652,76.9821,,
3024,IN,3,Ranigodam,,26.0333,91.6667,,
3025,IN,13,Sastankottah,,9.05,76.6333,,
3026,IN,19,Hebbur,,13.1497,77.0292,,
3027,IN,36,Baleni,,28.95,77.45,,
3028,IN,35,Parasia,,22.2,78.7667,,
3029,IN,34,Daudnagar,,25.0333,84.4,,
3030,IN,38,Simdega,,22.6167,84.5167,,
3031,IN,23,Garhdiwala,,31.7325,75.7506,,
3032,IN,25,Nannilam,,10.8833,79.6167,,
3033,IN,25,Desur,,12.4333,79.4833,,
3034,IN,28,Murarai,,24.45,87.8667,,
3035,IN,28,Pandaveswar,,23.7167,87.2833,,
3036,IN,9,Kavi,,22.2,72.6333,,
3037,IN,10,Surmi,,30.013,76.696,,
3038,IN,16,Bhimashankar,,19.0667,73.5333,,
3039,IN,16,Kankavli,,16.2667,73.7,,
3040,IN,36,Bisauli,,28.3167,78.9333,,
3041,IN,37,Mungeli,,22.0667,81.6833,,
3042,IN,9,Dabhoi,,22.1833,73.4333,,
3043,IN,21,Jeypore,,18.85,82.5833,,
3044,IN,16,Jintur,,19.6167,76.7,,
3045,IN,28,Khardah,,22.7186,88.3781,,
3046,IN,36,Pur,,29.6667,77.8333,,
3047,IN,36,Jalalabad,,29.6186,77.4383,,
3048,IN,34,Paliganj,,25.3333,84.8333,,
3049,IN,10,Tosham,,28.8833,75.9167,,
3050,IN,28,Amtala,,22.3714,88.2944,,
3051,IN,24,Nohar,,29.1833,74.7667,,
3052,IN,35,Warud,,21.4667,78.2667,,
3053,IN,28,Paiguri,,26.5167,88.7333,,
3054,IN,39,Srinagar Garhwal,,30.2167,78.7833,,
3055,IN,13,Karuvarakundu,,11.1333,76.3333,,
3056,IN,16,Warora,,20.2333,79,,
3057,IN,35,Manpur,,22.4333,75.6167,,
3058,IN,2,Shahpur,,17.2186,78.3356,,
3059,IN,23,Sabrai,,31.1775,74.8528,,
3060,IN,16,Yavat,,18.4667,74.2833,,
3061,IN,2,Chodavaram,,17.45,81.7667,,
3062,IN,39,Dehra,,30.3167,78.0333,,
3063,IN,35,Lanbakhera,,23.45,77.6167,,
3064,IN,10,Jalmana,,29.6,76.7167,,
3065,IN,10,Saonla,,30.0021,76.8853,,
3066,IN,39,Virbhadra,,30.0667,78.2833,,
3067,IN,28,Pujali,,22.4653,88.1517,,
3068,IN,2,Tayyuru,,13.3,79.3167,,
3069,IN,16,Kasara,,19.6333,73.4833,,
3070,IN,9,Jodiya,,22.7167,70.2833,,
3071,IN,24,Dadu,,26.6833,75.2333,,
3072,IN,10,Bohawa,,30.1564,76.9783,,
3073,IN,2,Wanaparthy,,16.3667,78.0667,,
3074,IN,13,Trissur,,10.5167,76.2167,,
3075,IN,25,Polur,,12.5,79.1333,,
3076,IN,28,Raghunathpur,,23.55,86.6667,,
3077,IN,16,Jaigaon,,21.0486,76.5344,,
3078,IN,14,Kavaratti,,10.5667,72.6167,,
3079,IN,36,Sikri,,29.55,77.9167,,
3080,IN,3,Barduar,,25.9167,91.4833,,
3081,IN,2,Yeljal,,16.8333,78.35,,
3082,IN,9,Jetalpur,,22.8833,72.6,,
3083,IN,9,Balasar,,21.1167,72.9833,,
3084,IN,36,Malhera,,29.2,77.5167,,
3085,IN,35,Gautampura,,22.9833,75.5167,,
3086,IN,28,Panchla,,22.5439,88.1381,,
3087,IN,9,Mahuva,,21.0833,71.8,,
3088,IN,37,Balod,,20.73,81.2047,,
3089,IN,21,Sundergarh,,22.1167,84.0333,,
3090,IN,25,Danishpet,,11.8667,78.15,,
3091,IN,9,Lasundra,,22.9167,73.15,,
3092,IN,11,Gagret,,31.6667,76.0667,,
3093,IN,16,Umbarpada,,19.4667,73.0833,,
3094,IN,9,Kamrej,,21.2833,72.9833,,
3095,IN,35,Zirapur,,24.0167,76.3667,,
3096,IN,25,Kuttalam,,11.1,79.55,,
3097,IN,36,Vrindaban,,27.5833,77.7,,
3098,IN,24,Bayana,,26.9,77.2833,,
3099,IN,19,Guttal,,14.8333,75.6333,,
3100,IN,34,Mohiuddinagar,,25.5833,85.6667,,
3101,IN,34,Qasi Sarai,,25.1667,85.0667,,
3102,IN,28,Mele,,22.8278,88.1461,,
3103,IN,16,Dharmabad,,18.9,77.85,,
3104,IN,16,Sailu,,19.4667,76.4667,,
3105,IN,37,Antagarh,,20.0925,81.1564,,
3106,IN,9,Koyali,,22.3667,73.1167,,
3107,IN,9,Bordi,,20.15,72.7167,,
3108,IN,25,Tovarankurichchi,,10.3833,78.3833,,
3109,IN,2,Brahmarapet,,17.5625,78.3997,,
3110,IN,2,Balimpur,,17.7378,78.6775,,
3111,IN,28,Bhastara,,23.0333,88.1167,,
3112,IN,19,Udipi,,13.35,74.75,,
3113,IN,13,Taliparamba,,12.05,75.35,,
3114,IN,2,Kothagudem,,17.55,80.6333,,
3115,IN,9,Dhanera,,24.5167,72.0167,,
3116,IN,16,Manchar,,19,73.9333,,
3117,IN,34,Gopalganj,,26.4667,84.4333,,
3118,IN,36,Agra Belanganj,,27.1833,78.0167,,
3119,IN,36,Sona Arjunpur,,29.75,77.45,,
3120,IN,36,Jahangirpur,,28.1833,77.7167,,
3121,IN,36,Pandu Kheri,,29.6958,77.4339,,
3122,IN,36,Pukhrayan,,26.2333,79.85,,
3123,IN,24,Reengus,,27.35,75.5667,,
3124,IN,35,Khajuraho,,24.85,79.9333,,
3125,IN,24,Ratangarh,,28.0797,74.6193,,
3126,IN,28,Mahishadal,,22.1833,87.9833,,
3127,IN,34,Forbesganj,,26.3,87.25,,
3128,IN,28,Bedkundu,,22.18,88.0472,,
3129,IN,10,Kasni,,28.5167,76.5833,,
3130,IN,10,Chika,,30.0489,76.3444,,
3131,IN,10,Dhankot,,28.4833,76.95,,
3132,IN,28,Baj Baj,,22.4747,88.1703,,
3133,IN,25,Thirumangalam,,13.0886,80.2075,,
3134,IN,21,Khordha,,20.1833,85.6167,,
3135,IN,25,Aruvankadu,,11.3667,76.7667,,
3136,IN,3,Sonari,,27.0667,95.0333,,
3137,IN,35,Karera,,25.4667,78.15,,
3138,IN,35,Jhabua,,22.7667,74.6,,
3139,IN,25,Purasawalkam,,13.0817,80.2525,,
3140,IN,25,Guindy,,13.0081,80.2194,,
3141,IN,16,Khandala,,18.05,74.0167,,
3142,IN,9,Ghandinagar,,23.2167,72.6833,,
3143,IN,9,Malpur,,23.35,73.45,,
3144,IN,9,Kunkavav,,21.6333,70.9833,,
3145,IN,25,Chinnamanur,,9.8333,77.3833,,
3146,IN,2,Rapur,,14.2,79.5167,,
3147,IN,38,Seraikella,,22.7167,85.95,,
3148,IN,19,Galatga,,16.4833,74.4667,,
3149,IN,16,Patur,,20.45,76.9333,,
3150,IN,16,Basmath,,19.3167,77.1667,,
3151,IN,21,Banki,,20.3833,85.5333,,
3152,IN,33,Utorda,,15.3167,73.9,,
3153,IN,25,Nagappattinam,,10.7667,79.8333,,
3154,IN,13,Muzhappilangad,,11.8,75.45,,
3155,IN,25,Gobichettipalayam,,11.4667,77.45,,
3156,IN,11,Dalhousie,,32.5333,75.9833,,
3157,IN,33,Betalbatim,,15.3,73.9167,,
3158,IN,33,Rivona,,15.1667,74.1167,,
3159,IN,25,Sirkazhi,,11.2333,79.7333,,
3160,IN,16,Parli Vaijnath,,18.85,76.5333,,
3161,IN,36,Amethi,,28.0167,81.05,,
3162,IN,23,Haripura,,30.1333,74.0333,,
3163,IN,21,Balugaon,,20.1667,85.1,,
3164,IN,16,Chimur,,20.5,79.3833,,
3165,IN,39,Tanakpur,,29.0833,80.1167,,
3166,IN,16,Neri,,20.8333,75.6667,,
3167,IN,2,Nawabpet,,16.9,78.0333,,
3168,IN,2,Nagpur,,17.8625,78.8861,,
3169,IN,21,Buguda,,19.8167,84.8,,
3170,IN,24,Deeg,,27.4667,77.3333,,
3171,IN,9,Kundla,,21.3333,71.3,,
3172,IN,10,Bidauli,,29.5833,77.1167,,
3173,IN,9,Suvali,,21.1667,72.6333,,
3174,IN,10,Hattin,,28.05,77.2333,,
3175,IN,35,Dodi,,23,76.5833,,
3176,IN,23,Kularan,,30.1389,76.1128,,
3177,IN,2,Vaimesur,,17.1333,80.8,,
3178,IN,36,Salon,,26.0333,81.45,,
3179,IN,13,Makarachal,,10.2,76.7167,,
3180,IN,19,Gopinattam,,12.0667,77.7167,,
3181,IN,2,Bijnapalli,,16.55,78.2,,
3182,IN,23,Binewal,,31.2833,76.25,,
3183,IN,23,Talwandi Malak,,30.1736,76.0697,,
3184,IN,36,Kutana,,29.1,77.1667,,
3185,IN,23,Kum,,30.9169,76.0669,,
3186,IN,11,Changar Talai,,31.4667,76.5167,,
3187,IN,2,Babaipalli,,17.8864,78.8175,,
3188,IN,2,Vardamankot,,17.3667,79.45,,
3189,IN,16,Kaumloli,,19.6667,72.8667,,
3190,IN,35,Polaia Kalan,,23.2,76.55,,
3191,IN,36,Jalalpur Dhai,,26.0167,81.1333,,
3192,IN,16,Ghargaon,,19.3167,74.1833,,
3193,IN,16,Belhe,,19.1167,74.1833,,
3194,IN,10,Barauda,,29.15,76.6167,,
3195,IN,10,Butana,,29.1833,76.6167,,
3196,IN,36,Inhauna,,26.5333,81.4833,,
3197,IN,10,Masana,,30.058,76.8876,,
3198,IN,24,Kanwat,,27.5833,75.7,,
3199,IN,16,Nizampur,,18.3167,73.3167,,
3200,IN,28,Rainaga,,23.0667,87.8833,,
3201,IN,25,Chinna Dharapuram,,10.85,77.8667,,
3202,IN,23,Jadla,,31.0833,76.2167,,
3203,IN,10,Ellenabad,,29.45,74.65,,
3204,IN,16,Jamner,,20.8167,75.7833,,
3205,IN,35,Nowgong,,25.0667,79.45,,
3206,IN,16,Kada,,18.9,75.1,,
3207,IN,36,Karauda,,29.35,77.3833,,
3208,IN,34,Surajgarha,,25.25,86.2333,,
3209,IN,18,Nongbah,,25.5333,92.2667,,
3210,IN,10,Bahora,,28.3167,76.8333,,
3211,IN,36,Nohjhil,,27.85,77.65,,
3212,IN,36,Faridnagar,,28.7667,77.6167,,
3213,IN,36,Tigri,,28.8167,78.15,,
3214,IN,25,Kadambur,,8.9833,77.8667,,
3215,IN,36,Jarcha,,28.5833,77.65,,
3216,IN,38,Jhumri Telaiya,,24.4333,85.5167,,
3217,IN,16,Khar,,19.0667,72.8333,,
3218,IN,23,Bhadaur,,30.4833,75.3167,,
3219,IN,25,Manavalakurichi,,8.1333,77.3,,
3220,IN,35,Jobat,,22.4167,74.5667,,
3221,IN,28,Rhenock,,27.1833,88.65,,
3222,IN,25,Kuzhithurai,,8.3167,77.1833,,
3223,IN,25,Ayanavaram,,13.0961,80.235,,
3224,IN,28,Tababaria,,22.8186,88.5975,,
3225,IN,28,Indas,,23.15,87.6167,,
3226,IN,9,Golana,,22.45,72.4167,,
3227,IN,10,Pharal,,29.8333,76.5833,,
3228,IN,2,Neronbhavi,,17.2908,78.9983,,
3229,IN,38,Baipi,,22.5333,85.5833,,
3230,IN,23,Jaijon,,31.35,76.15,,
3231,IN,3,Baihata,,26.35,91.6667,,
3232,IN,28,Sirkabad,,23.2667,86.2,,
3233,IN,16,Chandol,,20.3333,76,,
3234,IN,25,Kilachcheri,,13.0167,79.85,,
3235,IN,36,Makanpur,,26.9167,79.9833,,
3236,IN,36,Nura,,27.2462,79.8525,,
3237,IN,34,Rautara,,25.6667,87.55,,
3238,IN,16,Bapane,,19.35,72.9,,
3239,IN,25,Uttiramerur,,12.6,79.7667,,
3240,IN,12,Kupwara,,34.0306,74.2642,,
3241,IN,37,Dalli Rajhara,,20.5819,81.0758,,
3242,IN,9,Thara,,23.9667,71.8167,,
3243,IN,33,Revora,,15.6667,73.8333,,
3244,IN,37,Bemetara,,21.7,81.5333,,
3245,IN,21,Salipur,,20.4833,86.1,,
3246,IN,28,Belur,,22.6333,88.3,,
3247,IN,13,Palod,,8.7,77.0333,,
3248,IN,36,Paigaon,,27.7833,77.5333,,
3249,IN,25,Kadambattur,,13.1,79.8667,,
3250,IN,28,Taldangra,,23.0333,87.1,,
3251,IN,2,Pochannapet,,17.7667,79.0667,,
3252,IN,11,Ramshahr,,31.1,76.8,,
3253,IN,28,Bhasa,,22.4031,88.2742,,
3254,IN,3,Darrang,,26.6333,92.8,,
3255,IN,9,Vaghodia,,22.3,73.3833,,
3256,IN,30,Margherita,,27.2833,95.6833,,
3257,IN,17,Ukhrul,,25.1167,94.3667,,
3258,IN,23,Kala,,31.2667,75.45,,
3259,IN,33,Verem,,15.4667,74.0167,,
3260,IN,13,Piravom,,9.8667,76.5,,
3261,IN,19,Pandavapura,,12.5006,76.6733,,
3262,IN,9,Vagra,,21.85,72.8333,,
3263,IN,36,Shahpur,,29.35,77.55,,
3264,IN,16,Karanji,,19.1333,74.9833,,
3265,IN,12,Damni,,33.35,74.8167,,
3266,IN,2,Nallapalli,,17.7208,78.3589,,
3267,IN,23,Ram Das,,31.9661,74.9047,,
3268,IN,13,Karurapadna,,10.2667,76.2,,
3269,IN,16,Vadhon,,20.9833,78.35,,
3270,IN,36,Bhimsen,,26.4167,80.2,,
3271,IN,10,Janauli,,28.2,77.35,,
3272,IN,2,Peddamal,,17.3333,77.6667,,
3273,IN,34,Rajwara,,24.7167,86.7167,,
3274,IN,25,Mahabalipuram,,12.6264,80.1722,,
3275,IN,25,Tirukkoyilur,,11.95,79.2,,
3276,IN,37,Maro,,21.8667,81.85,,
3277,IN,9,Chalala,,21.4167,71.1667,,
3278,IN,28,Jangipur,,24.4667,88.0667,,
3279,IN,25,Chepauk,,13.0594,80.2789,,
3280,IN,16,Shirol,,16.7333,74.6,,
3281,IN,36,Jansath,,29.3333,77.85,,
3282,IN,2,Aleru,,17.65,79.05,,
3283,IN,2,Vinjamoor,,14.8333,79.5833,,
3284,IN,28,Sehara,,23.0833,87.8167,,
3285,IN,23,Bhaddi,,31.15,76.3667,,
3286,IN,28,Beliator,,23.3333,87.2167,,
3287,IN,16,Wardhangarh Fort,,17.7333,74.25,,
3288,IN,28,Jhikra,,22.6167,87.9167,,
3289,IN,10,Pinangwan,,27.9,77.1,,
3290,IN,25,Kadavur,,10.5833,78.1833,,
3291,IN,28,Nalhati,,24.3,87.8167,,
3292,IN,7,Old Delhi,,28.6667,77.2167,,
3293,IN,34,Supaul,,26.1167,86.6,,
3294,IN,19,Malpe,,13.35,74.7167,,
3295,IN,16,Barsi,,18.2333,75.7,,
3296,IN,2,Nellimarla,,18.1667,83.4333,,
3297,IN,13,Muvatupuzha,,9.9667,76.5833,,
3298,IN,28,Ramkali,,22.4311,88.3272,,
3299,IN,9,Choranda,,21.9833,73.15,,
3300,IN,19,Dod Ballapur,,13.2919,77.5431,,
3301,IN,38,Mugma,,23.7667,86.7333,,
3302,IN,9,Navlakhi,,22.9667,70.4667,,
